0.25	0.0007713770754832802	0.0
0.5	6.315298901500177e-5	9.607131781302251e-22
0.75	0.0003126548568849353	7.685705425041801e-21
1.0	0.0003194470459738137	3.8428527125209005e-21
1.25	8.56916154755076e-6	3.6026744179883437e-22
1.5	0.0001549442829334767	1.9214263562604502e-21
1.75	0.00026589074794620575	1.15285581375627e-20
2.0	3.652413552917098	0.5152319449032589
2.25	10.099849426526967	1.1566882713734543
2.5	15.060423741923428	1.6030436721720915
2.75	11.17213155718727	1.5039835392857264
3.0	18.424031395975394	2.0847166019235104
3.25	16.69627494854724	2.015366244542334
3.5	17.828041137206423	2.140043661727088
3.75	23.252443626318495	2.4702929151948676
4.0	16.510307887844707	2.1792878489606076
4.25	24.05511711261106	2.428696269277228
4.5	20.447929907102445	2.2704406575047913
4.75	22.379713668569682	2.6357734473173533
5.0	28.468851261281664	2.7418270704164356
