0.25	0.0002810437614498719	1.15285581375627e-20
0.5	0.00041609387852262577	1.15285581375627e-20
0.75	0.00029782264269000733	3.8428527125209005e-21
1.0	0.00023763295068056757	5.76427906878135e-21
1.25	0.0003733675751523019	3.8428527125209005e-21
1.5	0.13377754194204353	0.11851524796375613
1.75	3.591221358304093	0.432353917445253
2.0	14.948954498901188	0.6956528486663706
2.25	26.838677873999597	1.0606854830960266
2.5	33.11905815478295	1.2636932884187575
2.75	38.32647166416269	1.5299295083515088
3.0	43.327203673413436	1.5299912162252187
3.25	47.58514332947459	1.654223063717876
3.5	48.909843559723775	1.8414134444928436
3.75	52.04239192504283	1.7114149480478424
4.0	52.84192027335552	1.7607146792892607
4.25	52.38947853132072	1.9423238842582558
4.5	53.63856084445049	1.8446983000065855
4.75	58.28045419939856	1.7516601957912374
5.0	55.278025172572825	1.8868945982994503
